순위,업소명,주소,분류,현지인 검색 수
119,마루막창동촌점,대구 동구 효동로2길 33-7,전문음식,2126
120,크리스피크림도넛대구범어점,대구 수성구 달구벌대로 2538-0,간이음식,2116
120,뉴욕바닷가재대구본점,대구 수성구 용학로 106-7,전문음식,2116
122,조돌해녀수성못점,대구 수성구 수성못2길 36-0,전문음식,2111
123,금수강산해물탕찜,대구 수성구 들안로 60-0,한식,2101
124,서가앤쿡수성못점,대구 수성구 용학로 62-0,전문음식,2086
125,커피스미스대구수성레이크점,대구 수성구 용학로 82-0,카페/찻집,2082
126,길선회초밥,대구 달서구 월배로73길 6-0,외국식,2078
127,내안에,대구 수성구 무학로 85-0,외국식,2068
128,아사다라,대구 수성구 용학로 116-12,한식,2053
129,페이스포포,대구 수성구 고모로 15-1,카페/찻집,2052
129,161커피스튜디오,대구 달성군 비슬로 581-0,카페/찻집,2052
131,코시스스시앤파스타장기점,대구 달서구 용산로 82-0,외국식,2047
132,길세이로무시대구본점,대구 수성구 들안로 93-1,외국식,2039
133,엄마밥상세천점 [한식],대구 달성군 세천북로7길 8-0,한식,2025
134,후꾸스시[일식],대구 수성구 동대구로20길 66-0,외국식,2012
135,스쿨푸드 대구월성CGV점,대구 달서구 조암로 29-0,간이음식,2010
136,신신반점수성점 [중식],대구 수성구 무학로 111-0,외국식,1994
137,트리팜,대구 동구 서촌로 133-0,카페/찻집,1977
138,동봉,대구 동구 팔공로 995-0,한식,1974
139,데우스커피,대구 수성구 동대구로14길 15-6,카페/찻집,1968
140,낙영찜갈비본점,대구 중구 동덕로36길 9-17,한식,1954
141,수봉반점[중식],대구 북구 대현남로2길 60-0,외국식,1944
142,마루막창수성점,대구 수성구 수성못2길 5-0,전문음식,1940
142,카페담,대구 달성군 유가사2길 15-0,카페/찻집,1940
144,루미너스,대구 수성구 희망로 204-0,전문음식,1934
145,호박추어탕,대구 달서구 이곡서로7길 17-0,한식,1928
146,베를린에스프레소바,대구 달서구 미리샘길 82-0,카페/찻집,1924
147,에이엠,대구 달서구 상원로 163-0,전문음식,1919
148,다전손칼국수,대구 수성구 지범로21길 15-0,한식,1917
149,본동복어,대구 달서구 와룡로 79-0,전문음식,1904
150,무화커피,대구 수성구 국채보상로186길 81-0,카페/찻집,1893
150,핸즈커피시지점,대구 수성구 달구벌대로 3057-0,카페/찻집,1893
152,만반,대구 수성구 들안로 32-0,한식,1891
153,우즈베이커리성서점,대구 달서구 달서대로 573-0,간이음식,1888
153,제일콩국,대구 중구 남산로6안길 47-0,한식,1888
155,본가안동국시본점,대구 수성구 희망로 216-0,한식,1886
156,두류해물탕본점,대구 달서구 달구벌대로 1511-0,한식,1879
157,앙뜨레누보본점,대구 수성구 수성못6길 20-0,외국식,1877
158,식당이백도씨,대구 달서구 진천로 36-0,한식,1876
158,더기네장어[한식],대구 동구 팔공산로2길 88-0,한식,1876
160,빌리웍스1,대구 북구 고성북로10길 41-0,카페/찻집,1869
161,칠성할매콩국수본점,대구 북구 침산남로 40-0,한식,1867
162,팬아시아수성못점,대구 수성구 수성못2길 15-0,외국식,1866
163,시지본,대구 수성구 노변로 79-0,간이음식,1862
163,장원부대찌개철판구이황금점,대구 수성구 청수로 99-0,전문음식,1862
165,슬로우벗베럴,대구 동구 신평로 113-0,카페/찻집,1853
166,마고노더니스마고플레인태전점,대구 북구 팔거천서로 35-0,카페/찻집,1844
167,커피맛을조금아는남자본점,대구 수성구 범어천로 153-0,카페/찻집,1841
168,다담뜰한식뷔페달성점,대구 달성군 비슬로 581-0,한식,1840
169,소담뜰[한식],대구 달서구 이곡서로 25-0,한식,1828
170,아눅사월점,대구 수성구 천을로 231-0,카페/찻집,1823
171,카르멜,대구 달성군 달구벌대로 616-0,카페/찻집,1822
172,디어밸리,대구 동구 파계로 360-0,간이음식,1819
173,아리조나막창,대구 수성구 용학로25길 45-0,전문음식,1806
174,바토플루이르,대구 달성군 달구벌대로92길 108-0,카페/찻집,1804
175,팔공산닭갈비,대구 동구 파계로 154-8,전문음식,1801
176,호반더블루,대구 달성군 달창로 420-0,카페/찻집,1800
177,황토시골집,대구 동구 파계로 602-0,한식,1798
178,비단옥,대구 수성구 수성못2길 9-0,외국식,1786
179,샤브마니아대구수성못점,대구 수성구 용학로 84-0,전문음식,1783
180,팔공산장작구이,대구 동구 서촌로 82-0,한식,1768
181,홍익돈까스반야월점,대구 동구 안심로 240-0,전문음식,1767
182,하늘천따지,대구 동구 서촌로 129-0,전문음식,1763
183,샤브향대구수목원점,대구 달서구 화암로 323-0,전문음식,1761
184,산호횟집진천점,대구 달서구 진천로16길 39-0,전문음식,1759
185,홍익돈까스수변공원점,대구 달서구 월곡로 10-0,전문음식,1741
186,기와집,대구 북구 대천로7길 6-10,전문음식,1737
187,성서제1능이버섯능이백숙,대구 달서구 달구벌대로251길 12-0,한식,1720
188,커들포드,대구 동구 팔공로 1334-0,카페/찻집,1714
189,삼성웰스토리코스트코대구혁신도시,대구 동구 첨단로 10-0,음식점기타,1711
190,더포본점,대구 달서구 와룡로 169-0,외국식,1689
191,비움,대구 북구 침산남로9길 43-0,카페/찻집,1682
192,형님동태[한식],대구 달서구 달서대로91길 14-0,한식,1679
193,여원찜갈비,대구 북구 복현로 182-27,한식,1665
194,Enelrio,대구 달성군 비슬로 1139-0,카페/찻집,1636
195,수가성순두부전문점,대구 달서구 이곡공원로1길 54-0,한식,1627
196,루나루이스,대구 달서구 대명천로 245-0,카페/찻집,1619
197,금산곰탕,대구 달성군 구례길 1-0,한식,1616
198,안동생갈비석경,대구 북구 학남로3길 32-1,한식,1614
199,밥스딜라잇,대구 달서구 장기로 231-0,간이음식,1611
200,대가웍본점 [중식],대구 달성군 현풍동로29길 5-0,외국식,1608
201,엠엔티,대구 달서구 조암남로14길 52-2,카페/찻집,1600
202,코시스월성점,대구 달서구 조암로 105-0,전문음식,1597
203,자연충만,대구 달성군 마비정길 163-0,카페/찻집,1593
204,스몰버드,대구 달성군 현풍로14길 20-0,카페/찻집,1592
205,다담뜰한식뷔페칠곡점,대구 북구 칠곡중앙대로 642-0,전문음식,1591
206,굿테이스트커피커피맛을조금아는남자팔공산점,대구 동구 팔공산로277길 26-0,카페/찻집,1570
207,롤링핀비슬산점,대구 달성군 휴양림길 439-0,간이음식,1553
208,박기태명장의 장수당,대구 달서구 성서공단로11길 87-0,간이음식,1550
209,신마산식당본점,대구 남구 현충로 214-0,한식,1543
210,생수정식당,대구 달성군 우록3길 58-0,한식,1539
211,고인돌,대구 동구 아양로9길 5-0,간이음식,1532
212,큰기와집,대구 동구 서촌로 106-0,한식,1523
213,보백관서재점,대구 달성군 서재본길 11-0,한식,1521
214,만복이쭈꾸미낙지볶음월성점,대구 달서구 월배로23길 106-0,전문음식,1519
215,팔공산돌짬뽕[중식],대구 동구 서촌로7길 5-0,외국식,1507
216,우즈베이커리카페,대구 동구 송라로10길 2-0,간이음식,1505
217,겟201월성점,대구 달서구 조암로 1-0,전문음식,1504
218,곤지곤지옹기보리밥[한식],대구 남구 앞산순환로 465-1,한식,1495
218,올바릇나사리식당,대구 동구 팔공산로 1179-0,한식,1495
220,벽우팔공산점,대구 동구 팔공산로 331-0,한식,1493
221,홍천뚝배기본점,대구 달성군 논공로 814-0,한식,1483
222,커피명가루체215,대구 달성군 구라로 89-0,카페/찻집,1461
223,애기똥풀[한식],대구 달서구 앞산순환로 197-0,한식,1457
224,포레밀,대구 달성군 휴양림길 481-0,카페/찻집,1450
225,폭스브롯,대구 달서구 상화로 157-1,간이음식,1432
226,태경청진동해장국본리점,대구 달서구 대명천로 189-0,한식,1429
227,착한낙지대구두류점,대구 달서구 야외음악당로 243-0,전문음식,1426
228,카페비슬,대구 달성군 음동길 201-0,카페/찻집,1425
229,대천한방통닭,대구 달서구 조암로 102-10,간이음식,1405
229,소문난부자돼지국밥본점,대구 북구 칠곡중앙대로 606-1,한식,1405
231,해금강본점,대구 동구 신암남로 133-0,전문음식,1395
231,밥을짓다,대구 동구 팔공산로9길 6-1,한식,1395
233,더플라워대구두류점,대구 달서구 달구벌대로 1748-0,전문음식,1388
234,남산제빵소,대구 중구 달구벌대로414길 20-0,간이음식,1382
235,수가성대구혁신점,대구 동구 이노밸리로26길 17-0,한식,1374
236,꾸웁소,대구 달성군 테크노남로 144-0,한식,1364
237,해장님,대구 달서구 월곡로 155-0,한식,1360
237,동인정,대구 동구 파계로 572-0,한식,1360
239,양파식당,대구 달서구 감삼길 15-0,한식,1356
240,강원도집,대구 달성군 가창로176길 18-0,전문음식,1348
241,마르텐사이트,대구 달성군 하빈로 363-0,카페/찻집,1346
241,대새목장,대구 달성군 가창로93길 523-0,카페/찻집,1346
243,상해루동대구점 [중식],대구 동구 동부로22길 9-0,외국식,1345
244,조조칼국수,대구 달서구 와룡로 169-0,한식,1343
245,성서국수,대구 달서구 성서로76길 32-0,한식,1341
246,꽃잔디식당,대구 달성군 달구벌대로 750-0,한식,1338
247,샤브마니아칠곡점,대구 북구 학정로 529-0,전문음식,1329
248,고기굽는남자죽전점,대구 달서구 와룡로 144-0,한식,1327
249,월성복집죽전점,대구 달서구 와룡로 215-0,전문음식,1315
250,쿄우다이,대구 달서구 월배로46길 72-0,외국식,1311
251,제주물회,대구 달서구 달서대로 28-1,전문음식,1310
252,대동반점[중식],대구 북구 대현남로 49-0,외국식,1307
252,묘운,대구 달성군 육신사길 34-0,카페/찻집,1307
252,만복이쭈꾸미낙지볶음동대구점,대구 동구 동대구로 448-0,전문음식,1307
252,샤브향서재점,대구 달성군 서재본길 45-0,전문음식,1307
256,수가성본리점,대구 달서구 대명천로42길 5-0,한식,1305
257,조돌해녀본점,대구 북구 동천로 125-10,전문음식,1299
258,핸즈커피앞산점,대구 남구 앞산순환로 415-0,카페/찻집,1290
259,교동면옥상인점,대구 달서구 상화로 243-0,한식,1287
259,커피플라자,대구 남구 앞산순환로87길 49-0,카페/찻집,1287
261,핑크라이언,대구 달서구 한실로6길 158-3,간이음식,1278
262,교동면옥유천점,대구 달서구 월배로5길 8-10,한식,1264
263,삼정산오리마을,대구 달서구 달구벌대로283길 23-0,전문음식,1262
264,푸른회식당,대구 서구 달구벌대로375길 14-1,전문음식,1261
265,풍년화로,대구 동구 신서로 34-0,한식,1260
266,석정한우마을,대구 달서구 조암남로 49-0,한식,1256
267,전원숯불칠곡태전점,대구 북구 칠곡중앙대로 269-0,한식,1253
268,라라코스트복현점,대구 북구 검단로 5-0,전문음식,1252
268,고기굽는남자칠곡3지구점,대구 북구 동천로 138-8,한식,1252
270,길섶한우,대구 달서구 명천로 43-0,한식,1251
271,고기굽는남자상인점,대구 달서구 월곡로 186-0,한식,1247
272,안심농장직영식육식당,대구 동구 대경로 1-0,한식,1243
272,오프트대구점,대구 달서구 수밭길 43-0,전문음식,1243
274,인스퍼레이션디,대구 동구 효동로6길 57-0,카페/찻집,1240
275,멍리버,대구 달성군 현풍서로71길 3-0,카페/찻집,1234
276,갈비만본점,대구 달성군 테크노상업로 110-0,한식,1227
277,고바슨커피아레나점,대구 북구 고성로 191-0,카페/찻집,1224
278,대성기사한식뷔페,대구 서구 달서천로 342-0,전문음식,1214
279,핸즈커피화원점,대구 달성군 구라1길 8-0,카페/찻집,1213
280,정코다리대곡점,대구 달서구 한실로6길 150-0,한식,1212
281,홍이네대왕조개전골,대구 달서구 선원로53길 34-18,전문음식,1210
281,석경혁신점,대구 동구 이노밸리로46길 26-0,한식,1210
283,황장군상인점,대구 달서구 월배로 261-0,한식,1209
283,뭄뭄동촌유원지점,대구 동구 효동로2길 47-0,외국식,1209
285,원조어탕팔공산점,대구 동구 파계로 569-0,한식,1202
285,조선숯불갈비본점,대구 북구 옥산로 102-0,한식,1202
287,장여사의나뭇잎손만두본점,대구 달서구 월배로14길 15-0,한식,1199
288,강정보돌짜장[중식],대구 달성군 강정길 13-0,외국식,1193
289,홍익돈까스대구복현점,대구 북구 동북로 187-1,전문음식,1189
290,걸리버막창,대구 북구 옥산로 53-0,한식,1188
291,메종듀미디,대구 동구 서촌로21길 11-0,카페/찻집,1186
292,또이스치킨찜닭본점,대구 남구 양지북길 100-0,전문음식,1185
293,대한콩국본점,대구 북구 팔거천동로34길 3-17,한식,1180
294,별꽃자리,대구 북구 동변로24길 64-0,카페/찻집,1179
295,까사드테하,대구 달성군 녹문길 16-11,카페/찻집,1170
296,성주돼지국밥,대구 달서구 선원로 281-0,한식,1167
297,하얀집,대구 달성군 가창로155길 9-0,한식,1160
298,퀸즈크라운베이커리카페,대구 서구 서대구로 118-0,카페/찻집,1145
299,맛찬들왕소금구이본점,대구 북구 호국로39길 26-0,한식,1144
300,초이스엠,대구 동구 팔공산로 260-0,전문음식,1142
301,대봉정,대구 중구 명덕로 249-0,카페/찻집,1138
302,북촌화로,대구 북구 동천로 125-10,한식,1135
303,황제무한화로구이이시아폴리스점,대구 동구 단산길 16-0,한식,1134
304,카펠라,대구 남구 앞산순환로 449-0,카페/찻집,1132
305,어물전,대구 동구 효동로6길 19-4,한식,1125
306,벽강물회,대구 북구 침산남로 62-0,전문음식,1124
307,국일생갈비,대구 중구 국채보상로 492-0,한식,1122
308,가창닭갈비,대구 달성군 가창로119길 13-0,전문음식,1120
309,앞산큰골집본점,대구 남구 큰골길 35-0,한식,1118
310,동곡원조할매손칼국수,대구 달성군 달구벌대로55길 97-5,한식,1111
311,매남골식당,대구 동구 매여로 190-0,한식,1109
312,해장님감자탕태전점,대구 북구 칠곡중앙대로 307-0,한식,1108
313,촘촘,대구 동구 효동로6길 84-8,외국식,1097
314,무진장함버지기,대구 동구 둔산로 8-0,한식,1096
314,최과장회덮밥,대구 달성군 테크노중앙대로5길 34-7,전문음식,1096
314,선한어부,대구 달성군 테크노공원로 59-0,전문음식,1096
317,금마루[한식],대구 동구 아양로 253-0,한식,1094
318,술낭구본점,대구 동구 이노밸리로56길 4-0,한식,1090
319,오복반점,대구 달성군 명천로 146-0,외국식,1083
319,레이지모닝칠곡점,대구 북구 동천로 5-15,간이음식,1083
321,신전떡볶이본점,대구 북구 칠성로17길 13-0,간이음식,1082
322,청담한쭈꾸미,대구 동구 효동로2길 47-7,전문음식,1076
323,돌체참숯구이,대구 북구 팔거천동로24길 9-0,한식,1069
324,8번식당,대구 중구 서성로13길 8-0,한식,1067
325,오르다카페,대구 남구 안지랑로 11-0,카페/찻집,1066
326,일월정[한식],대구 달성군 논공로 697-5,한식,1055
326,대진에스알,대구 북구 신천동로 654-0,카페/찻집,1055
328,쭈꾸미네,대구 동구 효동로6길 43-0,전문음식,1054
329,제1국수집,대구 북구 노원로 242-0,한식,1043
330,현풍닭칼국수대구테크노폴리스점,대구 달성군 테크노상업로 68-0,한식,1041
331,김진수로스터리카페,대구 중구 이천로 205-0,카페/찻집,1035
332,서가앤쿡대구혁신도시점,대구 동구 이노밸리로 325-0,전문음식,1031
333,가창댐식당,대구 달성군 헐티로 1056-0,한식,1030
334,김태희옛날손국수,대구 달성군 옥포로 597-0,한식,1025
335,카페목하,대구 달성군 가창로10길 56-0,카페/찻집,1023
336,써브웨이대구테크노폴리스점,대구 달성군 테크노상업로 62-0,간이음식,1016
337,파계마루,대구 동구 파계로 613-0,카페/찻집,1009
338,백구한식,대구 동구 동촌로46길 12-3,한식,1005
339,하녹90,대구 동구 율암로 156-13,카페/찻집,1003
340,본가안동국시,대구 동구 율하동로10길 23-0,한식,1002
340,전농부의풀꽃밥상,대구 동구 파계로 497-0,한식,1002
342,안동황소고집식육식당,대구 북구 매천로 139-0,한식,998
343,오늘은짬뽕땡기는날[중식],대구 달성군 서재본길 13-0,외국식,996
344,도휴[중식],대구 북구 동화천로57길 6-0,외국식,992
345,일출수산,대구 동구 율하동로28길 54-0,전문음식,984
346,산중식당,대구 동구 팔공산로185길 55-0,한식,975
347,세종수산시장테크노점,대구 달성군 테크노순환로3길 3-0,전문음식,970
348,고기굽는남자신세계점,대구 동구 동부로 166-0,한식,964
349,황장군평리점,대구 서구 서대구로 85-0,한식,963
349,다담뜰한식뷔페엑스코점,대구 북구 엑스코로 10-0,전문음식,963
351,돈까스클럽대구달서점,대구 달성군 명천로 258-0,전문음식,962
352,등촌샤브칼국수효목점,대구 동구 화랑로 91-0,전문음식,961
353,넘버더스타즈,대구 남구 현충로 54-0,카페/찻집,959
354,이화원[중식],대구 동구 효동로6길 6-0,외국식,957
354,프라그란자,대구 동구 파계로 622-0,카페/찻집,957
356,커피로드333,대구 달성군 현풍로 268-0,카페/찻집,953
356,한상바다다사점,대구 달성군 대실역북로2길 14-0,전문음식,953
358,에이엠칠곡점,대구 북구 동천로 128-6,전문음식,951
359,바르미샤브칼국수칠곡점,대구 북구 칠곡중앙대로91길 5-11,전문음식,949
360,남다른감자탕노원점,대구 북구 원대로 131-0,한식,945
360,파이퍼,대구 북구 호국로 300-22,카페/찻집,945
362,한진기사식당,대구 남구 봉덕로 7-0,전문음식,944
363,소담숯불,대구 동구 송라로 148-0,한식,943
363,현짬뽕[중식],대구 남구 대봉로 89-0,외국식,943
363,피카커피,대구 북구 학정로110길 24-1,카페/찻집,943
366,밥먹고갑시다,대구 동구 효동로6길 131-0,한식,939
367,보스턴,대구 동구 방촌로 58-0,카페/찻집,938
368,예가수제순대식당,대구 달성군 현풍동로 95-0,한식,934
369,뚝방 삼지창,대구 북구 유통단지로3길 36-0,한식,929
370,이태리제면소,대구 달성군 비슬로 2528-0,외국식,928
371,의성무침회본점,대구 서구 달구벌대로375길 17-0,전문음식,927
372,곤지곤지다사점,대구 달성군 달구벌대로 701-92,한식,923
373,탑골식당,대구 동구 동화사2길 21-7,전문음식,922
374,온더레일,대구 달성군 가창로93길 52-0,카페/찻집,912
375,교동면옥원대점,대구 북구 오봉로 20-0,한식,911
376,미소팔공한우직판장,대구 동구 팔공산로 222-0,한식,904
377,본가안동국시,대구 북구 대불서길 59-0,한식,902
378,핸즈커피운암호수점,대구 북구 구암로 228-0,카페/찻집,901
379,뭄뭄연경점,대구 북구 동화천로 229-0,외국식,899
380,손중헌원조논메기매운탕,대구 달성군 부곡2길 7-9,한식,892
381,민스크,대구 남구 현충로6길 9-2,카페/찻집,891
382,슈가파인,대구 달성군 헐티로 899-0,카페/찻집,887
382,품한정식[한식],대구 동구 효동로6길 47-5,한식,887
384,카페찬스,대구 달성군 옥포로 301-0,카페/찻집,884
385,성주막창대명점,대구 남구 대명로 3-0,전문음식,883
386,커피팀버테크노폴리스점,대구 달성군 테크노순환로12길 28-0,카페/찻집,879
386,원조할매뚜레박어탕국수본점,대구 동구 파계로 479-8,한식,879
388,홍구원가창점 [중식],대구 달성군 가창로176길 9-0,외국식,877
389,커피스미스동촌유원지점,대구 동구 효동로6길 118-0,카페/찻집,876
389,샤브향대구동호혁신도시점,대구 동구 이노밸리로 168-0,전문음식,876
391,차콜우드,대구 달성군 행정길 196-32,전문음식,875
392,원조어탕본점,대구 북구 대불서길 51-0,한식,866
393,주리485,대구 달성군 주리2길 48-0,카페/찻집,863
393,핸즈커피송해공원점,대구 달성군 옥포로 313-0,카페/찻집,863
395,황금코다리대구테크노점,대구 달성군 테크노공원로 73-0,한식,854
396,매일봄봄[한식],대구 동구 효동로2길 25-0,한식,853
397,로벤하우스,대구 남구 현충로5길 7-1,전문음식,851
398,스위트가든,대구 달성군 비슬로 71-0,한식,850
399,전통콩국본점,대구 중구 명덕로 173-0,한식,849
400,허벌냉면칠곡본점,대구 북구 칠곡중앙대로116길 28-6,한식,848
